Id,First Emotion,Second Emotion,Third Emotion,anger,contempt,disgust,fear,disappointment,shame,regret,sadness,compassion,relief,admiration,love,contentment,joy,pride,amusement,interest
1412,,,,0,1,3,1,3,3,4,0,1,3,2,2,4,1,0,0,1
1413,,,,0,2,2,2,3,2,1,4,2,4,1,0,0,2,0,1,3
1414,,,,4,1,3,3,3,1,3,3,2,0,0,1,4,3,2,2,4
1415,,,,1,3,4,4,4,1,0,2,3,4,2,0,4,4,2,1,0
1416,,,,4,0,4,2,0,3,2,2,1,0,2,2,0,4,0,3,4
1417,,,,3,0,4,2,1,2,2,1,3,1,2,1,1,0,1,1,4
1418,,,,1,2,3,2,2,1,0,4,1,3,4,1,1,2,0,1,0
1419,,,,3,4,3,4,0,1,1,2,0,3,0,2,0,4,1,3,2
1420,,,,3,0,2,1,1,3,2,2,0,1,3,2,4,1,4,3,3
1421,,,,1,4,1,2,0,3,3,0,3,1,1,2,0,3,1,3,3
1422,,,,2,4,2,2,3,4,4,4,4,1,1,0,2,4,1,1,1
1423,,,,1,1,3,1,0,1,3,1,2,4,1,3,4,1,2,0,3
1424,,,,3,1,0,0,1,2,4,3,4,4,4,3,2,1,4,4,1
1425,,,,4,0,1,3,2,1,4,2,3,4,1,4,3,4,1,3,1
1426,,,,4,4,3,3,1,3,3,2,4,3,4,0,2,4,1,1,0
1427,,,,3,3,0,0,0,0,3,0,3,1,2,1,3,4,3,0,3
1428,,,,4,2,1,3,4,2,4,1,1,0,3,1,0,0,0,2,0
1429,,,,3,2,2,3,0,1,0,0,4,4,3,4,2,4,1,1,2
1430,,,,0,3,4,3,1,1,4,1,3,1,3,0,3,0,4,3,2
1431,,,,3,1,2,3,4,0,1,1,2,4,0,3,1,4,3,0,2
1432,,,,1,1,4,2,3,2,4,0,1,2,4,1,2,2,4,0,1
1433,,,,1,3,0,1,4,2,2,4,0,4,0,2,2,3,2,3,2
1434,,,,0,3,2,0,1,4,3,3,0,0,3,3,2,3,1,1,2
1435,,,,2,0,4,1,4,0,1,4,2,0,1,2,2,4,2,2,4
1436,,,,4,4,4,3,0,2,2,2,1,1,1,0,3,0,0,3,2
1437,,,,1,0,0,4,1,0,3,0,0,2,3,3,1,2,1,4,0
1438,,,,2,0,0,0,2,2,2,2,3,4,4,3,0,4,4,3,4
1439,,,,4,3,4,4,0,2,1,4,4,4,3,1,2,1,2,4,1
1440,,,,3,0,1,4,4,0,4,1,0,1,0,3,4,3,4,3,0
1441,,,,3,1,0,2,3,4,4,0,3,0,1,4,1,4,0,1,4
1442,,,,4,2,1,0,1,2,1,2,0,1,0,2,3,1,4,0,0
1443,,,,4,2,4,3,4,4,2,3,3,2,4,0,4,0,3,1,1
1444,,,,2,2,3,2,0,3,0,0,2,4,0,2,0,3,4,2,1
1445,,,,0,3,4,0,1,3,2,3,4,3,4,2,0,1,0,1,0
1446,,,,0,1,4,3,1,4,1,0,4,1,2,2,2,4,3,1,1
1447,,,,0,0,2,3,3,1,1,4,1,0,4,2,1,2,0,4,1
1448,,,,4,4,4,2,0,4,2,0,4,3,2,0,3,4,3,0,3
1449,,,,0,4,3,0,0,4,0,1,2,2,1,0,0,1,0,1,3
1450,,,,2,1,2,3,2,1,3,0,2,1,0,0,1,1,1,0,1
1451,,,,4,3,4,4,2,1,1,3,4,3,4,4,1,3,2,3,3
1452,,,,1,3,1,1,1,3,0,3,0,1,1,2,2,2,1,1,4
1453,,,,0,3,4,3,2,2,2,3,1,1,4,0,3,3,4,0,0
1454,,,,4,2,3,2,0,2,3,1,2,0,0,0,4,1,0,1,2
1455,,,,2,1,2,2,4,2,2,2,2,2,2,3,0,1,0,3,4
1456,,,,1,4,0,1,2,1,2,1,4,3,2,1,3,4,0,1,4
1457,,,,3,1,3,4,3,4,0,3,0,4,1,4,2,1,3,3,3
1458,,,,2,2,1,4,0,0,2,3,0,4,0,2,0,1,2,0,2
1459,,,,4,3,3,1,0,4,3,3,0,3,4,0,4,3,4,3,2
1460,,,,3,1,0,2,2,4,1,4,1,3,1,2,3,0,2,4,1
1461,,,,4,1,1,2,0,0,2,2,3,1,2,3,1,1,2,2,0
1462,,,,1,1,0,4,0,1,4,3,1,4,1,1,0,4,0,2,4
1463,,,,1,4,4,3,4,4,3,3,0,2,1,3,4,4,2,4,3
1464,,,,3,3,4,4,0,1,1,1,3,2,3,1,1,4,2,4,0
1465,,,,1,3,4,1,2,4,3,4,1,1,2,2,1,1,3,2,3
1466,,,,2,0,0,3,3,2,1,2,3,3,4,2,1,2,0,4,0
1467,,,,3,2,1,3,3,1,4,0,4,2,4,0,3,4,2,1,1
1468,,,,2,4,4,4,1,2,3,2,4,4,2,3,0,2,1,0,2
1469,,,,2,1,1,1,2,0,4,4,2,2,1,1,2,4,0,1,2
1470,,,,4,1,1,2,0,0,4,1,3,4,1,0,2,3,2,1,4
1471,,,,4,4,3,3,0,0,2,1,2,1,1,3,1,1,0,1,3
1472,,,,0,2,2,4,2,3,4,2,2,3,1,4,0,3,0,4,2
1473,,,,0,4,2,4,1,1,4,3,3,4,4,1,4,2,1,2,0
1474,,,,4,1,1,0,2,4,3,3,4,2,4,1,1,2,3,4,0
1475,,,,3,4,1,3,2,2,4,3,3,2,1,3,0,1,0,1,1
1476,,,,4,0,4,4,2,1,0,3,1,2,0,0,4,4,2,1,4
1477,,,,1,2,1,0,0,3,4,3,3,0,2,2,2,0,1,2,3
1478,,,,3,0,3,2,3,2,1,3,1,2,2,2,0,0,0,1,2
1479,,,,4,4,1,4,0,0,2,1,3,0,0,0,1,3,4,1,0
1480,,,,1,2,1,2,1,1,3,2,3,1,0,1,1,2,4,0,2
1481,,,,4,2,4,3,2,2,1,4,4,0,1,3,0,0,1,4,2
1482,,,,0,3,4,4,4,2,1,4,0,3,0,4,4,2,2,1,0
1483,,,,1,0,4,2,2,2,1,2,2,4,1,2,4,4,2,4,2
1484,,,,0,0,3,4,4,4,3,4,3,4,0,3,1,0,1,3,4
1485,,,,1,2,4,4,2,0,1,1,3,2,4,4,4,1,4,0,0
1486,,,,0,0,1,2,3,2,3,4,3,4,2,1,2,2,4,4,0
1487,,,,4,3,0,3,3,4,4,2,4,1,3,0,1,4,2,2,0
1488,,,,2,2,1,0,1,1,3,4,3,3,4,0,3,2,2,0,1
1489,,,,4,2,4,4,1,2,0,3,4,2,0,4,0,4,0,1,4
1490,,,,4,3,1,3,2,4,4,4,3,0,0,0,4,2,3,2,0
1491,,,,3,1,3,4,4,2,1,0,4,1,3,3,3,0,1,4,3
1492,,,,0,4,2,4,1,1,1,4,3,1,2,3,3,3,4,3,2
1493,,,,1,0,4,0,1,3,3,2,4,0,2,0,1,3,0,2,2
1494,,,,2,2,2,0,2,3,4,4,3,3,2,3,4,0,3,3,4
1495,,,,2,0,4,3,0,3,0,0,3,2,0,1,3,4,1,2,4
1496,,,,4,4,1,0,1,4,3,3,4,1,0,3,2,0,2,2,0
1497,,,,4,1,2,1,1,3,3,0,3,4,2,3,2,1,4,3,2
1498,,,,4,2,0,3,0,2,3,1,3,3,0,3,4,2,3,0,1
1499,,,,4,4,2,3,4,0,0,2,0,2,3,4,2,1,4,4,4
1500,,,,2,3,0,2,4,0,0,3,3,1,0,2,3,3,2,0,1
1501,,,,4,3,4,1,1,2,4,1,0,0,0,1,1,3,4,3,2
1502,,,,3,0,2,1,2,0,0,2,0,1,3,0,0,4,3,0,3
1503,,,,4,1,2,3,4,0,1,2,0,0,4,4,1,0,3,4,1
1504,,,,2,2,1,4,2,1,3,0,4,3,4,4,1,1,1,2,2
1505,,,,2,4,0,3,4,1,3,0,4,2,4,0,3,2,2,4,1
1506,,,,3,3,1,0,2,1,4,3,4,0,0,1,0,2,4,0,1
1507,,,,2,4,1,4,0,2,1,3,2,2,1,3,2,3,2,4,4
1508,,,,0,3,1,3,1,2,3,2,4,3,1,2,0,2,3,1,0
1509,,,,0,4,0,3,2,1,3,0,2,4,4,4,2,4,2,0,2
1510,,,,0,0,3,3,4,3,1,4,3,2,3,2,3,4,3,1,3
1511,,,,1,0,4,2,0,0,4,2,0,3,4,0,2,4,3,2,4
1512,,,,4,4,4,4,2,4,1,1,0,4,4,4,3,3,0,2,0
1513,,,,2,4,0,0,0,1,0,3,0,3,0,1,4,3,2,1,0
1514,,,,1,4,0,2,4,1,1,3,3,0,0,1,3,4,1,4,0
1515,,,,0,1,3,4,4,2,3,4,3,4,0,2,4,3,4,1,2
1516,,,,4,3,0,0,1,2,4,2,1,4,1,2,0,2,2,4,3
1517,,,,2,4,4,2,2,3,3,1,0,0,0,1,0,3,2,0,4
1518,,,,3,3,0,3,4,0,4,1,0,0,0,3,4,4,4,1,3
1519,,,,3,4,1,1,0,0,4,4,3,3,1,1,0,0,3,1,2
1520,,,,4,3,2,4,4,4,2,1,3,1,1,0,2,4,2,3,3
1521,,,,0,0,0,1,0,1,0,1,0,2,2,0,1,3,2,1,3
1522,,,,3,3,2,2,3,3,4,2,1,4,2,4,4,2,2,1,0
1523,,,,4,4,1,0,0,4,3,2,1,3,2,3,0,1,4,3,1
1524,,,,1,0,1,0,1,1,3,4,0,4,3,4,0,3,3,0,0
1525,,,,3,3,4,1,4,4,4,4,3,0,0,4,0,2,3,1,3
1526,,,,2,0,0,1,2,1,4,3,3,0,2,2,1,1,2,0,2
1527,,,,1,2,1,0,4,3,0,4,4,4,1,1,2,4,3,2,1
1528,,,,4,0,1,2,4,4,2,3,3,1,2,2,1,2,3,0,2
1529,,,,4,0,4,0,2,3,2,4,3,1,2,4,0,1,2,0,4
1530,,,,1,3,3,0,2,0,0,3,4,4,2,0,2,1,0,3,1
1531,,,,1,3,4,4,1,1,1,2,0,1,0,1,4,3,3,1,1
1532,,,,4,2,3,4,0,2,2,0,4,3,4,2,1,2,2,0,0
1533,,,,3,4,2,1,3,4,3,0,2,4,4,1,3,0,4,4,4
1534,,,,0,3,1,3,2,2,3,2,0,2,0,4,2,1,3,2,0
1535,,,,0,3,2,4,1,4,4,0,1,1,2,1,4,3,3,4,2
1536,,,,0,0,0,1,0,2,0,1,3,3,1,2,3,1,0,3,4
1537,,,,0,0,4,3,0,0,1,1,1,3,4,4,3,1,1,1,1
1538,,,,4,4,3,0,1,0,1,2,0,3,2,1,0,2,0,0,3
1539,,,,0,1,3,0,4,2,0,2,2,2,2,1,2,1,0,2,3
1540,,,,0,0,4,2,4,4,3,4,3,0,3,4,4,0,4,1,3
1541,,,,4,1,1,2,0,2,4,4,4,4,3,4,1,0,4,0,0
1542,,,,0,4,0,0,1,0,1,1,2,3,3,2,1,0,3,2,3
1543,,,,2,3,4,4,4,3,2,0,1,3,4,3,4,2,1,4,3
1544,,,,3,4,4,4,1,1,4,3,4,4,3,4,2,0,4,0,4
1545,,,,3,2,1,0,2,2,0,0,4,4,0,0,3,1,0,0,3
1546,,,,0,0,3,1,1,4,3,2,2,0,2,3,4,3,3,0,0
1547,,,,0,1,2,1,2,4,3,4,2,2,4,4,1,0,3,4,2
1548,,,,1,0,0,3,2,3,0,3,1,1,2,4,1,3,0,3,2
1549,,,,4,1,3,3,1,4,3,2,0,2,0,0,4,1,1,4,1
1550,,,,1,0,2,4,0,3,1,4,0,4,3,0,3,3,1,0,0
1551,,,,1,1,1,3,3,0,2,4,3,1,3,2,2,3,1,2,3
1552,,,,1,2,4,2,2,3,4,3,2,0,4,3,1,1,3,2,3
1553,,,,1,0,4,4,0,0,1,3,2,3,2,3,3,4,0,3,4
1554,,,,0,1,2,2,1,4,0,0,1,2,1,3,1,2,2,4,2
1555,,,,1,2,3,0,4,0,4,2,0,3,2,4,0,2,3,3,4
1556,,,,4,4,1,4,1,1,2,1,2,0,2,4,4,2,0,4,4
1557,,,,3,3,2,1,3,3,0,0,2,3,4,2,4,3,0,2,0
1558,,,,1,3,1,2,3,3,4,1,1,3,4,1,0,2,2,0,3
1559,,,,2,4,1,0,1,4,0,3,2,2,1,3,2,4,1,4,3
1560,,,,4,2,2,4,2,2,3,1,0,2,2,4,0,2,1,1,3
1561,,,,0,4,3,0,4,2,4,3,0,1,1,2,1,2,1,2,1
1562,,,,3,0,4,3,1,4,2,0,0,0,0,1,2,0,4,2,4
1563,,,,3,0,1,0,0,2,0,2,3,0,3,4,1,2,4,3,1
1564,,,,3,0,4,4,0,1,2,0,1,0,1,3,2,4,2,1,1
1565,,,,3,4,3,4,1,4,0,3,2,2,2,0,0,0,2,2,2
1566,,,,1,0,3,2,3,0,1,0,4,0,1,0,0,0,3,3,2
1567,,,,2,1,3,3,1,0,0,0,3,2,1,3,4,0,3,4,0
1568,,,,0,0,0,3,1,2,4,0,3,3,2,2,4,0,1,1,1
1569,,,,3,3,4,3,3,2,4,1,1,2,4,0,2,3,1,4,3
1570,,,,1,1,4,2,1,0,0,2,4,3,1,4,1,4,0,0,1
1571,,,,0,3,0,3,2,1,1,0,0,4,3,1,1,0,4,2,4
1572,,,,2,3,0,2,4,0,0,0,2,2,1,0,4,1,0,1,1
1573,,,,4,4,2,2,0,0,2,4,0,3,4,4,0,4,1,4,0
1574,,,,4,2,1,1,0,1,3,1,2,4,1,0,4,0,1,2,2
1575,,,,2,3,2,0,2,0,0,3,2,3,3,3,3,3,2,4,2
1576,,,,2,1,3,0,1,2,0,0,4,2,2,2,3,2,3,0,4
1577,,,,2,0,3,4,0,4,0,0,1,3,3,4,3,4,2,1,4
1578,,,,0,3,3,2,0,4,3,4,2,0,4,2,3,4,0,3,3
1579,,,,4,4,2,2,4,2,0,0,0,0,0,2,4,0,1,2,1
1580,,,,4,0,1,1,4,3,2,1,0,1,4,3,2,2,1,4,2
1581,,,,1,1,0,3,2,3,4,2,0,4,1,0,3,2,0,4,3
1582,,,,2,1,0,2,2,2,1,0,3,2,1,3,1,3,3,4,1
1583,,,,4,1,0,3,4,3,4,0,1,2,4,3,2,4,3,4,4
1584,,,,1,1,4,2,3,1,4,1,0,1,3,0,0,0,3,1,4
1585,,,,3,4,2,4,0,1,2,0,1,1,2,0,0,1,2,1,1
1586,,,,4,2,4,1,2,1,4,4,1,0,2,0,0,2,0,4,4
1587,,,,3,0,4,3,4,4,0,2,3,4,3,1,4,4,2,2,2
1588,,,,3,1,4,1,2,3,4,1,1,2,2,4,0,0,0,1,2
1589,,,,3,2,3,0,3,4,4,2,2,3,1,4,1,3,0,1,1
1590,,,,1,0,3,3,3,3,3,2,2,4,4,3,2,2,1,0,2
1591,,,,3,3,4,0,0,4,2,1,2,1,2,0,2,1,2,1,1
1592,,,,4,3,2,3,3,3,0,0,2,0,1,1,3,3,1,4,0
1593,,,,3,1,3,2,2,2,2,1,0,2,2,1,1,2,1,3,4
1594,,,,4,4,2,2,2,1,1,0,2,4,3,2,3,4,4,1,0
1595,,,,2,2,1,2,1,4,3,1,3,0,3,3,0,1,1,1,4
1596,,,,1,4,3,4,3,2,1,2,3,4,1,0,1,0,0,0,2
1597,,,,3,0,0,0,1,2,1,4,4,2,1,1,3,2,2,4,4
1598,,,,0,3,4,2,0,0,1,0,1,1,0,4,3,1,2,3,3
1599,,,,1,1,3,1,2,3,4,1,4,0,1,1,2,1,0,1,1
1600,,,,4,3,4,2,0,0,3,0,0,2,3,1,3,2,3,1,0
1601,,,,4,0,0,0,2,3,1,0,4,4,3,2,1,1,1,2,2
1602,,,,2,3,3,3,1,4,0,3,0,2,1,2,0,0,4,2,1
1603,,,,4,1,3,4,1,1,3,3,4,1,4,1,3,3,3,2,0
1604,,,,3,2,3,4,0,2,4,0,0,2,3,4,2,2,1,4,2
1605,,,,1,3,3,1,3,0,2,1,4,4,4,2,4,4,1,4,3
1606,,,,0,3,2,1,2,3,0,4,3,0,4,4,0,0,4,4,3
1607,,,,2,2,3,1,1,3,2,1,3,1,0,4,0,4,0,0,1
1608,,,,2,4,4,4,0,2,1,2,1,2,4,1,3,0,1,4,4
1609,,,,1,2,1,4,2,2,3,0,3,0,1,1,0,4,0,4,2
1610,,,,2,4,4,0,1,3,4,3,1,0,0,3,3,4,4,4,4
1611,,,,2,4,0,2,0,3,0,1,3,0,0,1,3,2,4,4,3
1612,,,,1,4,3,1,2,3,1,3,1,0,0,3,0,2,1,3,2
1613,,,,1,4,4,3,1,3,0,1,4,4,3,2,4,0,3,0,2
1614,,,,3,0,3,3,2,1,2,4,0,3,0,0,3,2,0,0,4
1615,,,,4,2,0,1,1,4,1,2,3,0,2,2,4,4,4,2,3
1616,,,,4,1,4,1,3,2,4,3,0,2,1,0,2,4,0,4,2
1617,,,,3,0,4,3,2,3,4,0,1,3,0,0,4,1,1,0,0
1618,,,,3,2,3,1,4,0,1,0,3,3,2,4,4,1,0,2,1
1619,,,,0,1,0,2,2,0,0,2,2,3,4,4,0,2,4,1,0
1620,,,,2,2,1,3,2,0,3,3,1,4,0,1,2,1,0,2,1
1621,,,,2,4,0,2,2,3,1,3,4,0,4,4,3,1,3,0,0
1622,,,,2,0,3,3,4,2,2,2,4,4,0,4,2,4,1,0,3
1623,,,,3,0,1,2,3,1,1,3,4,1,0,0,4,1,1,2,0
1624,,,,4,3,4,4,4,4,2,3,2,3,1,4,3,1,3,3,3
1625,,,,4,4,1,1,4,0,1,3,4,1,3,1,0,0,3,0,3
1626,,,,1,0,4,1,0,3,1,3,0,2,4,0,4,3,4,1,3
1627,,,,1,0,2,0,0,3,1,1,1,0,1,0,0,1,0,0,3
1628,,,,2,3,3,2,3,1,4,3,2,0,3,4,3,0,3,3,1
1629,,,,2,3,4,0,4,4,2,3,0,3,0,1,2,1,0,4,4
1630,,,,0,2,1,4,4,2,2,4,2,2,1,0,4,3,0,1,3
1631,,,,0,1,3,2,3,4,2,3,0,0,1,1,2,1,0,0,1
1632,,,,2,3,1,2,3,4,1,1,0,1,0,4,1,0,4,1,0
1633,,,,3,3,3,2,1,2,2,4,0,3,2,2,2,2,4,2,2
1634,,,,3,0,1,4,1,2,3,1,0,3,1,2,1,1,1,0,1
1635,,,,4,1,3,1,4,4,0,1,1,3,3,3,4,3,1,1,2
1636,,,,0,4,0,4,0,0,4,4,1,2,4,3,1,2,4,1,4
1637,,,,2,3,4,0,4,0,0,2,2,0,1,1,2,0,3,1,4
1638,,,,2,0,4,4,3,4,2,3,4,4,1,2,1,1,3,3,3
1639,,,,1,2,4,0,0,1,4,4,4,3,4,4,1,0,2,1,4
1640,,,,3,2,3,2,1,4,2,0,2,0,3,4,2,4,3,1,2
1641,,,,2,1,4,3,1,0,4,2,2,4,1,2,0,1,3,1,1
1642,,,,2,1,0,4,1,2,0,0,2,1,2,4,2,0,1,2,4
1643,,,,3,1,0,4,4,4,2,4,1,3,4,3,3,3,3,4,1
1644,,,,3,0,4,0,4,0,1,0,2,1,2,4,3,3,1,2,2
1645,,,,1,4,1,0,2,2,0,2,4,0,2,0,1,4,2,3,4
1646,,,,1,0,2,0,1,4,4,1,4,0,4,2,0,0,3,0,1
1647,,,,1,4,0,3,4,1,2,4,1,4,3,0,3,0,4,4,3
1648,,,,4,1,0,0,1,3,2,3,2,3,2,1,4,2,2,2,3
1649,,,,0,2,4,4,4,2,2,2,3,1,1,1,0,3,0,0,3
1650,,,,3,4,0,3,2,2,4,0,0,2,4,2,4,2,1,2,3
1651,,,,4,4,4,1,0,2,1,1,0,2,0,4,0,3,1,0,0
1652,,,,4,1,0,0,4,3,0,1,1,2,0,2,4,0,3,4,2
1653,,,,1,3,0,4,1,4,1,0,1,1,1,1,3,3,0,1,1
1654,,,,1,0,3,1,4,0,3,4,3,3,4,4,2,1,0,3,3
1655,,,,4,2,2,0,4,0,3,1,2,4,2,2,3,2,4,3,3
1656,,,,4,3,0,0,2,3,1,1,1,0,0,1,0,3,0,4,2
1657,,,,0,3,0,3,4,2,0,2,4,2,1,3,1,0,2,1,3
1658,,,,4,4,0,3,3,4,4,3,4,2,3,4,0,3,0,3,0
1659,,,,1,2,4,1,3,0,4,4,3,0,3,2,3,0,4,2,0
1660,,,,3,1,3,2,4,4,4,4,4,1,2,4,1,2,3,0,0
1661,,,,2,4,3,0,4,3,0,3,2,2,3,4,2,0,1,1,0
1662,,,,4,3,3,0,3,2,4,1,0,3,4,3,1,4,0,0,1
1663,,,,0,1,0,4,3,3,3,1,2,4,4,1,4,3,3,0,3
1664,,,,1,2,0,4,0,1,2,2,3,3,1,2,1,2,0,1,4
1665,,,,0,2,3,0,2,0,0,0,4,0,0,1,2,4,1,4,2
1666,,,,0,0,4,1,0,4,1,0,0,0,3,0,0,0,1,1,4
1667,,,,4,0,3,3,2,2,2,0,2,0,1,4,2,3,0,3,0
1668,,,,0,3,1,1,0,0,0,3,0,0,4,1,2,1,1,4,3
1669,,,,0,2,4,0,4,0,0,0,4,1,0,2,1,3,4,4,3
1670,,,,2,4,1,4,3,4,0,3,2,4,4,3,1,1,0,0,2
1671,,,,4,4,1,2,1,2,3,4,1,3,1,0,0,2,3,2,1
1672,,,,1,4,0,2,1,3,0,0,1,3,1,2,0,3,2,4,4
1673,,,,2,3,4,1,2,4,3,0,3,3,0,2,1,4,2,2,4
1674,,,,0,0,4,4,4,2,2,1,4,0,0,1,4,4,3,4,4
1675,,,,1,4,4,2,0,1,2,4,1,4,2,4,2,3,1,4,4
1676,,,,4,3,4,2,2,4,2,3,3,3,0,3,4,3,0,3,4
1677,,,,1,3,3,4,3,3,1,4,4,1,2,1,1,2,0,4,4
1678,,,,0,2,0,4,4,1,1,0,4,4,3,3,0,2,2,0,2
1679,,,,0,0,2,1,1,3,4,1,2,3,3,0,4,3,0,2,0
1680,,,,2,2,4,4,3,3,2,2,2,1,1,4,2,1,2,4,4
1681,,,,2,1,0,4,0,3,1,4,2,2,2,1,1,4,4,0,0
1682,,,,2,2,1,0,3,0,2,2,0,2,3,4,2,0,1,3,0
1683,,,,4,0,1,3,0,2,2,0,3,4,4,1,3,1,4,0,4
1684,,,,2,0,0,0,2,1,2,4,4,0,2,2,1,1,1,4,2
1685,,,,4,1,2,0,2,2,4,3,4,4,0,4,1,3,4,2,1
1686,,,,2,2,2,2,0,4,3,4,0,2,3,4,2,3,3,2,2
1687,,,,4,3,1,4,1,0,0,4,3,2,0,2,1,1,2,3,1
1688,,,,3,4,0,4,4,2,3,3,4,0,4,4,1,2,1,1,1
1689,,,,3,4,1,1,0,0,4,1,4,2,0,2,1,0,1,1,2
1690,,,,1,2,0,3,0,3,1,2,2,4,4,2,0,0,3,3,3
1691,,,,2,3,3,4,0,4,2,0,1,1,1,2,1,3,4,4,1
1692,,,,0,1,3,3,3,1,0,1,1,3,1,3,0,2,0,1,2
1693,,,,3,0,1,4,4,0,4,3,3,1,3,1,1,1,1,4,3
1694,,,,4,1,2,4,3,3,3,3,0,2,3,0,2,1,2,0,0
1695,,,,3,4,0,4,4,2,4,2,3,2,1,2,4,2,3,2,3
1696,,,,4,3,2,2,1,4,1,0,3,4,3,4,1,3,4,0,4
1697,,,,1,2,3,1,2,4,0,4,0,2,0,1,3,3,4,1,2
1698,,,,2,0,2,2,0,4,4,4,1,2,2,3,2,3,4,3,1
1699,,,,0,4,0,2,0,2,0,2,1,4,2,1,1,2,1,3,3
1700,,,,2,3,0,4,4,3,2,1,3,1,3,2,0,2,0,3,3
1701,,,,2,1,2,1,1,0,4,2,3,4,0,4,2,3,4,2,2
1702,,,,3,1,4,3,1,3,1,4,1,3,3,2,2,0,0,1,0
1703,,,,1,4,0,2,3,0,4,4,1,3,2,0,4,2,1,2,2
1704,,,,4,3,2,2,3,4,3,0,1,4,4,2,1,2,0,1,1
1705,,,,2,4,2,3,2,3,2,1,4,4,2,2,3,4,3,4,4
1706,,,,0,3,4,1,4,3,2,2,2,3,0,1,0,1,3,3,2
1707,,,,3,2,2,3,0,3,0,1,1,2,4,3,4,2,3,0,1
1708,,,,2,3,1,2,1,2,0,1,2,1,1,0,2,2,1,2,4
1709,,,,3,3,1,4,2,1,4,4,2,0,2,0,3,4,1,2,4
1710,,,,2,4,1,1,3,3,2,4,4,1,3,2,0,1,3,0,1
1711,,,,3,4,4,1,1,0,4,3,0,2,4,2,0,0,4,3,4
1712,,,,0,3,3,1,2,2,0,2,2,3,2,0,4,4,0,3,0
1713,,,,2,0,4,4,3,1,4,0,4,1,3,4,2,1,4,3,3
1714,,,,1,3,4,3,4,3,1,2,0,3,0,4,4,2,4,4,3
1715,,,,0,3,1,2,2,4,2,2,3,0,2,1,2,2,0,4,0
1716,,,,4,2,2,3,2,2,1,4,0,3,2,1,1,1,4,4,0
1717,,,,3,4,0,3,1,2,1,1,2,0,3,2,4,3,0,2,1
1718,,,,4,3,2,0,1,4,0,2,1,3,3,2,0,3,3,4,3
1719,,,,0,3,3,1,2,3,1,1,0,2,1,4,1,4,3,2,1
1720,,,,2,2,0,0,3,1,3,2,2,0,0,2,4,2,4,4,0
1721,,,,4,0,4,3,1,4,2,3,3,1,4,4,2,2,0,2,1
1722,,,,0,0,0,0,1,4,2,1,4,0,4,3,2,4,0,2,2
1723,,,,4,2,4,4,2,2,4,3,2,4,2,3,4,1,1,2,0
1724,,,,1,3,2,0,0,3,3,2,0,1,2,3,2,0,3,4,2
1725,,,,4,2,4,1,2,1,4,2,4,0,2,3,2,1,1,3,0
1726,,,,1,1,4,2,3,1,0,0,1,2,4,2,2,1,1,0,3
1727,,,,0,4,2,0,3,0,2,0,4,0,4,4,3,3,2,0,4
1728,,,,1,3,0,4,0,1,1,4,2,0,3,4,0,3,3,3,0
1729,,,,3,3,4,2,2,2,4,2,3,3,4,1,2,3,4,1,4
1730,,,,0,1,3,0,2,1,3,0,4,3,1,0,1,2,0,1,2
1731,,,,4,4,1,2,3,1,1,3,2,3,2,1,0,0,1,0,0
1732,,,,1,2,3,4,2,4,1,3,1,3,0,0,3,1,2,3,2
1733,,,,1,3,1,4,2,2,4,0,3,1,0,0,1,1,0,0,2
1734,,,,4,1,4,2,0,4,2,2,2,2,2,3,4,4,0,3,0
1735,,,,4,0,4,4,4,2,3,2,3,2,3,4,4,4,3,2,0
1736,,,,4,1,0,0,2,0,2,1,3,3,3,2,0,3,2,2,3
1737,,,,3,2,3,2,0,1,4,1,1,4,1,3,0,3,1,1,1
1738,,,,3,1,1,0,2,0,4,1,4,2,1,4,1,2,0,2,4
1739,,,,2,0,0,2,4,1,3,2,0,1,3,0,1,1,3,3,4
1740,,,,1,4,4,4,0,2,0,3,0,1,0,4,0,3,2,0,2
1741,,,,4,0,0,2,4,3,2,0,4,0,3,2,1,2,3,1,4
1742,,,,2,0,0,3,1,2,1,4,0,3,2,4,0,1,2,3,4
1743,,,,0,1,2,2,3,0,1,4,2,3,0,4,4,2,2,3,3
1744,,,,1,3,3,0,4,2,2,2,4,1,0,2,4,1,2,2,3
1745,,,,3,1,0,0,1,2,0,2,0,4,4,1,2,4,1,2,0
1746,,,,3,3,0,3,4,4,1,1,3,2,0,0,4,2,2,1,4
1747,,,,4,3,3,3,4,2,0,2,2,3,0,4,2,0,1,0,4
1748,,,,3,1,0,4,2,2,0,2,1,2,3,2,2,1,0,3,0
1749,,,,1,2,2,1,4,2,0,4,1,2,1,3,4,3,2,0,2
1750,,,,2,0,2,3,1,4,0,3,3,0,2,0,0,0,4,4,1
1751,,,,4,0,0,1,1,4,2,4,1,1,3,0,1,1,3,2,0
1752,,,,0,3,4,0,3,1,4,1,1,2,1,1,4,2,4,3,3
1753,,,,1,0,4,3,3,1,4,1,2,4,0,0,0,1,1,4,0
1754,,,,0,0,1,3,3,3,4,0,3,0,1,1,1,0,2,4,2
1755,,,,4,2,1,4,0,1,3,4,4,4,2,2,0,4,4,3,4
1756,,,,4,3,1,0,2,0,1,3,4,0,1,0,0,2,3,1,1
1757,,,,4,3,2,3,1,3,4,3,2,2,2,1,0,1,4,4,3
1758,,,,1,4,1,4,2,2,4,3,1,4,0,4,3,2,3,3,4
